	Transliteration	Normalized
4718	Ur-me-me-ta	Urmeme[]PN
4719	Ur-mes	Urmes[]PN
4720	Ur-mes-bi	Urmesbi[]PN
4721	Ur-mes-ra	Urmesra[]PN
4722	Ur-mes-ta	Urmes[]PN
4723	Ur-mu	Urŋu[]PN
4724	Ur-mu-RU	Ur.mu.RU[]PN
4725	Ur-nigarX	Ur.nigarX[]PN
4726	Ur-nigarXU.UD.KID	Ur.nigarXU.UD.KID[]PN
4727	Ur-nigin3	Urnigin[]PN
4728	Ur-numun-du10-ga	Urnumunduga[]PN
4729	Ur-pu2-mun-na	Urpumuna[]PN
4730	Ur-ra-a	Uraa[]PN
4731	Ur-sa6	Ursag[]PN
4732	Ur-sa6-ga	Ursaga[]PN
4733	Ur-sa6-ga-ce3	Ursaga[]PN
4734	Ur-sa6-ga-mu	Ursagaŋu[]PN
4735	Ur-sa6-ga-ta	Ursaga[]PN
4736	Ur-sa6-sa6-ga	Ursagsaga[]PN
4737	Ur-sa6-ta	Ursag[]PN
4738	Ur-sag-e-ne	Ursaŋene[]PN
4739	Ur-sag-na-ra-ta	Ursaŋnara[]PN
4740	Ur-si-gar-ra	Ursiŋara[]PN
4741	Ur-sig5	Ursig[]PN
4742	Ur-sukkal	Ursukal[]PN
4743	Ur-sukkal-ta	Ursukal[]PN
4744	Ur-ti	Urti[]PN
4745	Ur-tilla3	Urtila[]PN
4746	Ur-tilla3-ra	Urtilara[]PN
4747	Ur-tilla5	Urtila[]PN
4748	Ur-tir-ku3-ga-ta	Urtirkuga[]PN
4749	Ur-tul2-sag	Urtulsaŋ[]PN
4750	Ur-tul2-sag-ta	Urtulsaŋ[]PN
4751	Ur-tum-ma-al	Urtumal[]PN
4752	Ur-tur	Urtur[]PN
4753	Ur-tur-ka	Urturka[]PN
4754	Ur-tur-ra	Urtura[]PN
4755	Ur-tur-ta	Urtur[]PN
4756	Ur-tur-tur	Urturtur[]PN
4757	Ur-tur-tur-ta	Urturtur[]PN
4758	Ur-uc-gid2-da	Urušgida[]PN
4759	Ur-ur-cu-ga-lam-ma-ta	Ururšugalama[]PN
4760	Ur-us2	Urus[]PN
4761	Ur-zikum-ma	Urzikuma[]PN
4762	Ur-zikum-ma-ni	Urzikumani[]PN
4763	Ur-zikum-ma-ta	Urzikuma[]PN
4764	Ur-zu	Urzu[]PN
4765	Ur-{d.ac}Ac7-gi4	Ur.{d.aš}Aš₇.gi₄[]PN
4766	Ur-{d.ac}Ac7-gi4-ta	Ur.{d.aš}Aš₇.gi₄[]PN
4767	Ur-{d}A-car2	UrAšar[]PN
4768	Ur-{d}A.NAGA.BA	Ur.{d}A.NAGA.BA[]PN
4769	Ur-{d}AB	Ur.{d}AB[]PN
4770	Ur-{d}Acnan	UrAšnan[]PN
4771	Ur-{d}Am-mi-ba-da	UrAmibada[]PN
4772	Ur-{d}Amar-{d}Suen	UrAmarSuʾen[]PN
4773	Ur-{d}Asar-lu2-hi	UrAsarluhi[]PN
4774	Ur-{d}BIL2-sag	Ur.{d}BIL₂.saŋ[]PN
4775	Ur-{d}Ba-u2	UrBaʾu[]PN
4776	Ur-{d}Ba-u2-ka	UrBaʾuka[]PN
4777	Ur-{d}Ba-u2-ta	UrBaʾu[]PN
4778	Ur-{d}Bil-gi	UrBilgi[]PN
4779	Ur-{d}Bil2-ta	UrBil[]PN
4780	Ur-{d}Bil3	UrBil[]PN
4781	Ur-{d}Bil3-ga-mec3-ta	UrBilgameš[]PN
4782	Ur-{d}Bil3-ga-mes	UrBilgames[]PN
4783	Ur-{d}Bil3-ga-mes-ke4	UrBilgames[]PN
4784	Ur-{d}Bil4-ga-mes	UrBilgames[]PN
4785	Ur-{d}Bil4-ga:mes	UrBilgames[]PN
4786	Ur-{d}Ca-u18-ca	UrŠaʾuša[]PN
4787	Ur-{d}Ca-u18-ca-ke4	UrŠaʾuša[]PN
4788	Ur-{d}Ca-u19-ca-ke4	UrŠaʾuša[]PN
4789	Ur-{d}Ca-u3-ca-ke4	UrŠaʾuša[]PN
4790	Ur-{d}Car-ru-gen7	UrŠarugen[]PN
4791	Ur-{d}Cara2	UrŠara[]PN
4792	Ur-{d}Cara2-ta	UrŠara[]PN
4793	Ur-{d}Cir-gi4	UrŠirgi[]PN
4794	Ur-{d}Cu-mah	UrŠumah[]PN
4795	Ur-{d}Cu-zi-an-ka	UrŠuziʾanka[]PN
4796	Ur-{d}Cu-zi-an-na	UrŠuziʾana[]PN
4797	Ur-{d}Cu-{d}Suen	UrŠuSuʾen[]PN
4798	Ur-{d}Cu-{d}Suen-ce3	UrŠuSuʾen[]PN
4799	Ur-{d}Cu-{d}Suen{ki}-ce3	UrŠuSuʾen[]SN
4800	Ur-{d}Cul-ca3-ga-na-ta	UrŠulšagana[]PN
4801	Ur-{d}Cul-gi	UrŠulgi[]PN
4802	Ur-{d}Cul-gi-na-ra-am-{d}Suen	UrŠulginaramSuʾen[]PN
4803	Ur-{d}Cul-gi-ra	UrŠulgira[]PN
4804	Ur-{d}Cul-pa-e3	UrŠulpaʾe[]PN
4805	Ur-{d}Cul-pa-e3-ka	UrŠulpaʾeka[]PN
4806	Ur-{d}Cul-pa-e3-ta	UrŠulpaʾe[]PN
4807	Ur-{d}Da-mu	UrDaŋu[]PN
4808	Ur-{d}Da-mu-ta	UrDaŋu[]PN
4809	Ur-{d}Dam-gal-nun	UrDamgalnun[]PN
4810	Ur-{d}Dam-gal-nun-na	UrDamgalnuna[]PN
4811	Ur-{d}Dam-ki-na	UrDamkina[]PN
4812	Ur-{d}Dic-dingir-ra	UrDišdiŋira[]PN
4813	Ur-{d}Dumu-zi	UrDumuzi[]PN
4814	Ur-{d}Dumu-zi-da	UrDumuzida[]PN
4815	Ur-{d}Dumu-zi-da-ce3	UrDumuzida[]PN
4816	Ur-{d}Dumu-zi-da-ke4	UrDumuzida[]PN
4817	Ur-{d}Dumu-zi-da-ta	UrDumuzida[]PN
4818	Ur-{d}E2-ninnu	UrEninu[]PN
4819	Ur-{d}EN	Ur.{d}EN[]PN
4820	Ur-{d}Ec4-tar2	UrEštar[]PN
4821	Ur-{d}En-e-DU	Ur.{d}En.e.DU[]PN
4822	Ur-{d}En-gal-du	UrEngaldu[]PN
4823	Ur-{d}En-gal-du-du	UrEngaldudu[]PN
4824	Ur-{d}En-ki	UrEnki[]PN
4825	Ur-{d}En-lil2	UrEnlil[]PN
4826	Ur-{d}En-lil2-la2	UrEnlila[]PN
4827	Ur-{d}En-lil2-la2-ce3	UrEnlila[]PN
4828	Ur-{d}En-lil2-la2-ka-ce3	UrEnlilaka[]PN
4829	Ur-{d}En-lil2-la2-ka-ta	UrEnlilaka[]PN
4830	Ur-{d}En-lil2-la2-ke4	UrEnlila[]PN
4831	Ur-{d}En-lil2-la2-ta	UrEnlila[]PN
4832	Ur-{d}En-lil2-ta	UrEnlil[]PN
4833	Ur-{d}GIR3	Ur.{d}GIR₃[]PN
4834	Ur-{d}Gectin-an-ka-ke4	UrŊeštinanka[]PN
4835	Ur-{d}Gibil6	UrGibil[]PN
4836	Ur-{d}Gilgames2	UrGilgames[]PN
4837	Ur-{d}Gu-la-ma-ta	UrGulama[]PN
4838	Ur-{d}Gublaga	UrGublaga[]PN
4839	Ur-{d}Ha-ia3	UrHaʾiʾa[]PN
4840	Ur-{d}Hendur-sag	UrHendursaŋ[]PN
4841	Ur-{d}Hendur-sag-ka	UrHendursaŋka[]PN
4842	Ur-{d}Ickur	UrIškur[]PN
4843	Ur-{d}Ickur-ta	UrIškur[]PN
4844	Ur-{d}Ictaran	UrIštaran[]PN
4845	Ur-{d}Ictaran-ce3	UrIštaran[]PN
4846	Ur-{d}Ig-alim	UrIgalim[]PN
4847	Ur-{d}Ig-alim-ka-ta	UrIgalimka[]PN
4848	Ur-{d}Ig-alim-ta	UrIgalim[]PN
4849	Ur-{d}Inanna	UrInana[]PN
4850	Ur-{d}Irhan	UrIrhan[]PN
4851	Ur-{d}Istaran	UrIstaran[]PN
4852	Ur-{d}KA	Ur.{d}KA[]PN
4853	Ur-{d}Ku3-nun	UrKugnun[]PN
4854	Ur-{d}Ku3-nun-na	UrKugnuna[]PN
4855	Ur-{d}Ku3-nun-na-ta	UrKugnuna[]PN
4856	Ur-{d}LAGABxHAL	Ur.{d}LAGABxHAL[]PN
4857	Ur-{d}Lamma	UrLama[]PN
4858	Ur-{d}Lamma-ce3	UrLama[]PN
4859	Ur-{d}Lamma-ke4	UrLama[]PN
4860	Ur-{d}Lamma-ta	UrLama[]PN
4861	Ur-{d}Li9-si4	UrLisi[]PN
4862	Ur-{d}Li9-si4-ke4	UrLisi[]PN
4863	Ur-{d}Li9-si4-na	UrLisina[]PN
4864	Ur-{d}Li9-si4-ra	UrLisira[]PN
4865	Ur-{d}Li9-si4-ta	UrLisi[]PN
4866	Ur-{d}Lu2-lal3	UrLulal[]PN
4867	Ur-{d}Lugal-banda3{da}	UrLugalbanda[]PN
4868	Ur-{d}Lugal-banda3{da}-ta	UrLugalbanda[]PN
4869	Ur-{d}Lugal-eden	UrLugaleden[]PN
4870	Ur-{d}Lugal-eden-ka	UrLugaledenka[]PN
4871	Ur-{d}Lugal-eden-na	UrLugaledena[]PN
4872	Ur-{d}MUC	Ur.{d}MUŠ[]PN
4873	Ur-{d}Ma-PEC2	Ur.{d}Ma.PEŠ₂[]PN
4874	Ur-{d}Namma	UrNammak[]RN
4875	Ur-{d}Namma-ka	UrNammak[]RN
4876	Ur-{d}Namma-ta	UrNammak[]RN
4877	Ur-{d}Nance	UrNanše[]PN
4878	Ur-{d}Nance-ta	UrNanše[]PN
4879	Ur-{d}Nance-{d}Nin-a-zu	UrNanšeNinazu[]PN
4880	Ur-{d}Nanibgal	UrNanibgal[]PN
4881	Ur-{d}Nanna	UrNana[]PN
4882	Ur-{d}Nanna-ta	UrNana[]PN
4883	Ur-{d}Nin-AB	Ur.{d}Nin.AB[]PN
4884	Ur-{d}Nin-EZEMxX	Ur.{d}Nin.EZEMxX[]PN
4885	Ur-{d}Nin-MAR.KI	Ur.{d}Nin.MAR.KI[]PN
4886	Ur-{d}Nin-MAR.KI-ka	Ur.{d}Nin.MAR.KI.ka[]PN
4887	Ur-{d}Nin-MAR.KIi-ka	Ur.{d}Nin.MAR.KIi.ka[]PN
4888	Ur-{d}Nin-PA	Ur.{d}Nin.PA[]PN
4889	Ur-{d}Nin-a-zu	UrNinazu[]PN
4890	Ur-{d}Nin-an-si4-na	UrNinansina[]PN
4891	Ur-{d}Nin-cubur	UrNinšubur[]PN
4892	Ur-{d}Nin-da	UrNinda[]PN
4893	Ur-{d}Nin-da-ta	UrNinda[]PN
4894	Ur-{d}Nin-e2-gal-igi-du	UrNinegaligidu[]PN
4895	Ur-{d}Nin-ezem	UrNinezem[]PN
4896	Ur-{d}Nin-ezemxLA	Ur.{d}Nin.ezemxLA[]PN
4897	Ur-{d}Nin-gal	UrNingal[]PN
4898	Ur-{d}Nin-gic-zi-da	UrNinŋešzida[]PN
4899	Ur-{d}Nin-gic-zi-da-ta	UrNinŋešzida[]PN
4900	Ur-{d}Nin-gidri	UrNingidri[]PN
4901	Ur-{d}Nin-gir2-su	UrNinŋirsu[]PN
4902	Ur-{d}Nin-gublaga	UrNingublaga[]PN
4903	Ur-{d}Nin-ildum3	UrNinildum[]PN
4904	Ur-{d}Nin-kur-ra	UrNinkura[]PN
4905	Ur-{d}Nin-kur2-ra	UrNinkura[]PN
4906	Ur-{d}Nin-lil2	UrNinlil[]PN
4907	Ur-{d}Nin-mah	UrNinmah[]PN
4908	Ur-{d}Nin-mar-ki	UrNinmarki[]PN
4909	Ur-{d}Nin-mu2	UrNinmu[]PN
4910	Ur-{d}Nin-mu2-ta	UrNinmu[]PN
4911	Ur-{d}Nin-mug	UrNinmug[]PN
4912	Ur-{d}Nin-sa-za	UrNinsaza[]PN
4913	Ur-{d}Nin-si4-an-na	UrNinsiʾana[]PN
4914	Ur-{d}Nin-si4-an-na-ce3	UrNinsiʾana[]PN
4915	Ur-{d}Nin-si4-an-na-ta	UrNinsiʾana[]PN
4916	Ur-{d}Nin-su	UrNinsu[]PN
4917	Ur-{d}Nin-su-ta	UrNinsu[]PN
4918	Ur-{d}Nin-sun2	UrNinsun[]PN
4919	Ur-{d}Nin-sun2-ta	UrNinsun[]PN
4920	Ur-{d}Nin-tin-ug5-ga	UrNintinuga[]PN
4921	Ur-{d}Nin-tu	UrNintu[]PN
4922	Ur-{d}Nin-tu-ka	UrNintuka[]PN
4923	Ur-{d}Nin-tu-ta	UrNintu[]PN
4924	Ur-{d}Nin-urta	UrNinurta[]PN
4925	Ur-{d}Nin-zu	UrNinzu[]PN
4926	Ur-{d}Nirah	UrNirah[]PN
4927	Ur-{d}Nirah-ta	UrNirah[]PN
4928	Ur-{d}Nisaba	UrNisaba[]PN
4929	Ur-{d}Nun-gal	UrNungal[]PN
4930	Ur-{d}Nun-gal-ta	UrNungal[]PN
4931	Ur-{d}Nuska	UrNuska[]PN
4932	Ur-{d}Sahar-{d}Ba-u2	UrSaharBaʾu[]PN
4933	Ur-{d}Sahar-{d}Ba-u2-ta	UrSaharBaʾu[]PN
4934	Ur-{d}Saman3	UrSaman[]PN
4935	Ur-{d}Saman4	UrSaman[]PN
4936	Ur-{d}Saman4-ce3	UrSaman[]PN
4937	Ur-{d}Si4-an-na	UrSiʾana[]PN
4938	Ur-{d}Si4-an-na-ta	UrSiʾana[]PN
4939	Ur-{d}Simug	UrSimug[]PN
4940	Ur-{d}Suen	UrSuʾen[]PN
4941	Ur-{d}Suen-ka	UrSuʾenka[]PN
4942	Ur-{d}Suen-ta	UrSuʾen[]PN
4943	Ur-{d}Tilla2	UrTila[]PN
4944	Ur-{d}Tilla3	UrTila[]PN
4945	Ur-{d}Tum-ma-al	UrTumal[]PN
4946	Ur-{d}Uc-mu	UrUšŋu[]PN
4947	Ur-{d}Utu	UrUtu[]PN
4948	Ur-{d}Utu-ke4	UrUtu[]PN
4949	Ur-{d}Za-ba4-ba4	UrZababa[]PN
4950	Ur-{d}Za-ba6-ba6	UrZababa[]PN
4951	Ur-{d}cu-{d}suen-ta	UrŠuSuʾen[]PN
4952	Ur-{d}cul-gi-ra	UrŠulgira[]PN
4953	Ur-{d}d-nisaba-ta	UrDnisaba[]PN
4954	Ur-{d}da-mu	UrDaŋu[]PN
4955	Ur-{d}ha-ia3	UrHaʾiʾa[]PN
4956	Ur-{d}ickur	UrIškur[]PN
4957	Ur-{d}lugal-banda3	UrLugalbanda[]PN
4958	Ur-{d}lugal-eden-ka	UrLugaledenka[]PN
4959	Ur-{d}suen	UrSuʾen[]PN
4960	Ur-{gic}gigir	Urgigir[]PN
4961	Ur-{gic}gigir-ta	Urgigir[]PN
4962	Ur2-ca-an{ki}	Uršan[]SN
4963	Ur2-ra-AN	Ur₂.ra.AN[]PN
4964	Ur2-ra-dingir	Uradiŋir[]PN
4965	Ur2-ri-mu-ta	Uriŋu[]PN
4966	Ur3-re-ba-ab-du11	Urebabdug[]PN
4967	Ur3-re-ba-ab-du7	Urebabdu[]PN
4968	Ur4-ca3-ta-lu	Uršatalu[]PN
4969	Ur4-ca3-ta-lu2	Uršatalu[]PN
4970	Ur4-ca3-ta-lu2-ni	Uršataluni[]PN
4971	Ur5-ti	Urti[]PN
4972	Uri5	Urim[]PN
4973	Uri5-ki-ma	Urimkima[]PN
4974	Uri5-ma-ke4	Urima[]PN
4975	Uri5-{ki}ma-ke4	Urimma[]SN
4976	Uri57{ki}-ma	Urima[]SN
4977	Uri5CEC.AB{ki}-ma-ke4	Uri₅ŠEŠ.AB{ki}.ma[]SN
4978	Uri5{ki}	Urim[]SN
4979	Uri5{ki}-MA-ma-ke4	Urim₅{ki}.MA.ma[]SN
4980	Uri5{ki}-am-ke4	Urimam[]SN
4981	Uri5{ki}-ce3	Urim[]SN
4982	Uri5{ki}-du10-ta	Urimdug[]SN
4983	Uri5{ki}-e	Urime[]SN
4984	Uri5{ki}-ke4	Urim[]SN
4985	Uri5{ki}-ke4-ne	Urimkene[]SN
4986	Uri5{ki}-ki-car2-mu	Urimkišarŋu[]SN
4987	Uri5{ki}-ki-du10	Urimkidug[]SN
4988	Uri5{ki}-ki-du10-ta	Urimkidug[]SN
4989	Uri5{ki}-ki-tuc-du10-ta	Urimkitušdug[]SN
4990	Uri5{ki}-la	Urimla[]SN
4991	Uri5{ki}-ma	Urimma[]SN
4992	Uri5{ki}-ma-ce3	Urimma[]SN
4993	Uri5{ki}-ma-ka	Urimmaka[]SN
4994	Uri5{ki}-ma-ka-ce3	Urimmaka[]SN
4995	Uri5{ki}-ma-ke4	Urimma[]SN
4996	Uri5{ki}-ma-ke4-ne	Urimmakene[]SN
4997	Uri5{ki}-ma-ke4-ne-ka	Urimmakeneka[]SN
4998	Uri5{ki}-ma-ke4-ne-ta	Urimmakene[]SN
4999	Uri5{ki}-ma-ta	Urimma[]SN
5000	Uri5{ki}-ta	Urim[]SN
5001	Uri5{ki}:ma	Urimma[]SN
5002	Uri5{ki}ma-ke4	Urimma[]SN
5003	Uru-na	Irina[]PN
5004	Uru-ni-ba-ag2	Irinibaŋ[]PN
5005	Uru-sag-rig7	Irisaŋrig[]PN
5006	Uru-sag-rig7-ka	Irisaŋrigka[]PN
5007	Uru-sag-rig7-ta	Irisaŋrig[]PN
5008	Uru-sag-rig7{ki}	Irisaŋrig[]SN
5009	Uru-sag-rig7{ki}-ce3	Irisaŋrig[]SN
5010	Uru-sag-rig7{ki}-me	Irisaŋrigme[]SN
5011	Uru-sag-rig7{ki}-ta	Irisaŋrig[]SN
5012	Uru-sag-rig8{ki}-ta	Irisaŋrig[]SN
5013	Urum2{ki}	Urum[]SN
5014	Urum2{ki}-ce3	Urum[]SN
5015	Urum2{ki}-ka	Urumka[]SN
5016	Urum2{ki}-ta	Urum[]SN
5017	Ur{d}En-lil2-la2	UrEnlila[]PN
5018	Uz-ba-num2	Uzbanum[]PN
5019	Var.:	Var.[]PN
5020	Wa-a-ta2-ru-um	Watarum[]PN
5021	Wa-ad-ra-ad	Wadrad[]PN
5022	Wa-at-ra-at	Watrat[]PN
5023	Wa-at-ra-at-ha-tum	Watrathatum[]PN
5024	Wa-da-al-tum	Wadaltum[]PN
5025	Wa-da-al-tum{ki}-ka	Wadaltumka[]SN
5026	Wa-la-la	Walala[]PN
5027	Wa-li-li	Walili[]PN
5028	Wa-me-ti	Wameti[]PN
5029	Wa-qar-AN{d}Suen	Wa.qar.AN{d}Suʾen[]PN
5030	Wa-qar-{d}Cu-{d}Suen	WaqarŠuSuʾen[]PN
5031	Wa-ta2-ru-um	Watarum[]PN
5032	Wa-ta2-ru-um-ce3	Watarum[]PN
5033	Wa-ta2-ru-um-ta	Watarum[]PN
5034	Wa-ti-ma-ac-hi	Watimašhi[]PN
5035	Wa-wa-ti	Wawati[]PN
5036	Wa-wa-ti-ta	Wawati[]PN
5037	Wa-zum-{d}Cul-gi	WazumŠulgi[]PN
5038	We-du-um	Wedum[]PN
5039	Wi-bi-za-la2	Wibizala[]PN
5040	Wi-ti-ma-ac-hi	Witimašhi[]PN
5041	Wi-ti-ma-ac-hi-min	Witimašhimin[]PN
5042	Wi-wi-um	Wiwiʾum[]PN
5043	ZI.NAM{ki}	ZI.NAM{ki}[]SN
5044	ZU-al	ZU.al[]PN
5045	ZU-mu	ZU.ŋu₁₀[]PN
5046	ZU.ZU-ma-IC	ZU.ZU.ma.IŠ[]PN
5047	Za-NE.NE	Za.NE.NE[]PN
5048	Za-a-a	Zaya[]PN
5049	Za-a-lum	Zalum[]PN
5050	Za-a-nu-um	Zanum[]PN
5051	Za-a-num2	Zanum[]PN
5052	Za-a-num2-ta	Zanum[]PN
5053	Za-ab-ca-li	Zabšali[]PN
5054	Za-ab-ca-li-um{ki}	Zabšaliʾum[]SN
5055	Za-ab-ca-li{ki}	Zabšali[]SN
5056	Za-ab-ca-lum	Zabšalum[]PN
5057	Za-ab-ca-lu{ki}	Zabšalu[]SN
5058	Za-ab-ra-am	Zabram[]PN
5059	Za-ab-ra-am-ta	Zabram[]PN
5060	Za-ak-li-li	Zaklili[]PN
5061	Za-ak-li2-li2	Zaklili[]PN
5062	Za-an-du-mu	Zanduŋu[]PN
5063	Za-an-na	Zana[]PN
5064	Za-an-nu-um	Zanum[]PN
5065	Za-an-num2	Zanum[]PN
5066	Za-an-ti-ru-um	Zantirum[]PN
5067	Za-ar-ma-zu	Zarmazu[]PN
5068	Za-ba-nu-um	Zabanum[]PN
5069	Za-ga-an-BI	Za.ga.an.BI[]PN
5070	Za-gi-id-DINGIR	Za.gi.id.DINGIR[]PN
5071	Za-la-KA	Za.la.KA[]PN
5072	Za-la-a	Zalaa[]PN
5073	Za-la-ku-um	Zalakum[]PN
5074	Za-la-ta	Zala[]PN
5075	Za-la2-mu-u2	Zalamuu[]PN
5076	Za-li-a	Zaliʾa[]PN
5077	Za-li2-a	Zaliʾa[]PN
5078	Za-li2-a-ta	Zaliʾa[]PN
5079	Za-lu-a	Zaluʾa[]PN
5080	Za-mi-du-uk	Zamiduk[]PN
5081	Za-na-a	Zanaa[]PN
5082	Za-na-ti	Zanati[]PN
5083	Za-ri-iq	Zariq[]PN
5084	Za-ri-me-me-ta	Zarimeme[]PN
5085	Za-ri2-iq	Zariq[]PN
5086	Za-ri2-iq-ta	Zariq[]PN
5087	Za-ri2-kum	Zarikum[]PN
5088	Za-ri2-qum	Zariqum[]PN
5089	Za-ti-ru-um-ra	Zatirumra[]PN
5090	Za-u3-pu	Zaʾupu[]PN
5091	Za-za-ta	Zaza[]PN
5092	Za-zi	Zazi[]PN
5093	Za-zi-ce3	Zazi[]PN
5094	Za-zi-ka	Zazika[]PN
5095	Za-zi-ra	Zazira[]PN
5096	Za-zi-ta	Zazi[]PN
5097	Za3-at-tum{ki}	Zagatum[]SN
5098	Za3-mu-ba-ni-us2	Zagmubaniʾus[]PN
5099	Za3-tum{ki}	Zagtum[]SN
5100	Zabalam4{ki}	Zabalam[]SN
5101	Ze-lu-uc-{d}Da-gan	ZelušDagan[]PN
5102	Ze2-a-ri-iq	Zeʾariq[]PN
5103	Ze2-e-na-a	Zenaa[]PN
5104	Ze2-e-nam	Zenam[]PN
5105	Ze2-e-ze2	Zeze[]PN
5106	Ze2-ip-ra-am	Zeʾipram[]PN
5107	Ze2-la-la	Zelala[]PN
5108	Ze2-ra-am	Zeram[]PN
5109	Ze2-ra-ra	Zerara[]PN
5110	Ze2-ru-la	Zerula[]PN
5111	Zi-bi2-re{ki}	Zibire[]SN
5112	Zi-da-ah-re{ki}-ke4-ne-ce3	Zidahrekene[]SN
5113	Zi-da-ah-ri{ki}	Zidahri[]SN
5114	Zi-da-ni-um{ki}	Zidaniʾum[]SN
5115	Zi-da-nu-um{ki}	Zidanum[]SN
5116	Zi-da-num2	Zidanum[]PN
5117	Zi-da-num2{ki}	Zidanum[]SN
5118	Zi-da-nu{ki}	Zidanu[]SN
5119	Zi-du	Zidu[]PN
5120	Zi-ga	Ziga[]PN
5121	Zi-ge	Zige[]PN
5122	Zi-gi4-ru-um	Zigirum[]PN
5123	Zi-ib-ni-tum	Zibnitum[]PN
5124	Zi-ik-na-ad-ce3	Ziknad[]PN
5125	Zi-im-zi-la-ah	Zimzilah[]PN
5126	Zi-ir-ki-lum	Zirkilum[]PN
5127	Zi-iz-zi-ra-nu-um	Ziziranum[]PN
5128	Zi-kur-i3-li2	Zikurili[]PN
5129	Zi-li-li	Zilili[]PN
5130	Zi-li-ni	Zilini[]PN
5131	Zi-mu-dar-ce3	Zimudar[]PN
5132	Zi-mu-dar{ki}	Zimudar[]SN
5133	Zi-mu-dar{ki}-ka	Zimudarka[]SN
5134	Zi-mu-dar{ki}-me	Zimudarme[]SN
5135	Zi-mu-dar{ki}-ta	Zimudar[]SN
5136	Zi-ni-a	Ziniʾa[]PN
5137	Zi-zi-ni	Zizini[]PN
5138	Zi-zu-u4	Zizuu[]PN
5139	Zi-zu-uh3	Zizuh[]PN
5140	Zi2-bi	Zibi[]PN
5141	Zi2-bi-la-tum-ce3	Zibilatum[]PN
5142	Zi2-bi-le-num2	Zibilenum[]PN
5143	Zi2-da-num2{ki}	Zidanum[]SN
5144	Zi2-ib-ra-am-ta	Zibram[]PN
5145	Zi2-na-na	Zinana[]PN
5146	Zi2-na-na-ta	Zinana[]PN
5147	Zi2-ri	Ziri[]PN
5148	Zimbir{ki}	Zimbir[]SN
5149	Zimbir{ki}-ce3	Zimbir[]SN
5150	Zimbir{ki}-ke4	Zimbir[]SN
5151	Zimbir{ki}-ke4-ne	Zimbirkene[]SN
5152	Zimbir{ki}-ta	Zimbir[]SN
5153	Zu-a-ti	Zuʾati[]PN
5154	Zu-ba-ga	Zubaga[]PN
5155	Zu-ba-ga-ta	Zubaga[]PN
5156	Zu-bu-uc	Zubuš[]PN
5157	Zu-ga-a	Zugaa[]PN
5158	Zu-ga-li	Zugali[]PN
5159	Zu-gi-li-ta	Zugili[]PN
5160	Zu-hu-tum	Zuhutum[]PN
5161	Zu-i3-li2	Zuʾili[]PN
5162	Zu-ku-ku-um	Zukukum[]PN
5163	Zu-la-la	Zulala[]PN
5164	Zu-la-lum	Zulalum[]PN
5165	Zu-la-ti	Zulati[]PN
5166	Zu-ma	Zuma[]PN
5167	Zu-mi-da-DINGIR	Zu.mi.da.DINGIR[]PN
5168	Zu-ri-im	Zurim[]PN
5169	Zu-ri2-um	Zuriʾum[]PN
5170	Zu-ru-uh2	Zuruh[]PN
5171	Zu-u2-gu-a	Zuguʾa[]PN
5172	Zu-u2-zu	Zuzu[]PN
5173	Zu-u2-zu-hi-ra	Zuzuhira[]PN
5174	Zu-um-ma	Zuma[]PN
5175	Zu-ur2-zu-ra	Zurzura[]PN
5176	Zu-za-a	Zuzaa[]PN
5177	Zu-zu	Zuzu[]PN
5178	Zu-zu-a	Zuzuʾa[]PN
5179	Zu-zu-ga-ta	Zuzuga[]PN
5180	Zu-zu-mu-ta	Zuzuŋu[]PN
5181	ZuBa-li-li	ZuBa.li.li[]PN
5182	Zuluhu2	Zuluhu[]PN
5183	{d}	[]DN
5184	{d}-i-bi2-{d}Suen	ibiSuʾen[]PN
5185	{d}-nin-lil2	ninlil[]DN
5186	{d}:i-bi2-{d}Suen	ibiSuʾen[]PN
5187	{d}A-a-mu	Ayaŋu[]DN
5188	{d}A-ba-ba	Ababa[]DN
5189	{d}A-ba-{d}En-lil2-gen7	AbaEnlilgen[]PN
5190	{d}A-ba-{d}en-lil2-gen7-ta	AbaEnlilgen[]PN
5191	{d}A-bi2-si2-im-ti	Abisimti[]DN
5192	{d}A2-an-da	Aanda[]DN
5193	{d}Ab-u2	Abu[]DN
5194	{d}Acnan	Ašnan[]DN
5195	{d}Acnan-ce3	Ašnan[]DN
5196	{d}Acnan-u3-tu	Ašnanutu[]DN
5197	{d}Al-la	Ala[]DN
5198	{d}Al-la-ga2-gi4-a	Alaŋagiʾa[]DN
5199	{d}Al-la-gu-la	Alagula[]DN
5200	{d}Al-la-gu-la-ta	Alagula[]DN
5201	{d}Al-la-tum	Alatum[]DN
5202	{d}Al-la-tum-ma	Alatuma[]DN
5203	{d}Alamuc	Alamuš[]DN
5204	{d}Alan	Alan[]DN
5205	{d}Ama-abzu-kar2	Amabzukar[]DN
5206	{d}Ama-ra-zu	Amarazu[]DN
5207	{d}Amar-Suen-ra	{d}Amar.Suʾen.ra[]DN
5208	{d}Amar-{d}Suen	AmarSuʾen[]RN
5209	{d}Amar-{d}Suen-ce3	AmarSuʾen[]RN
5210	{d}Amar-{d}Suen-engar-{d}En-lil2-la2	AmarSuʾenengarEnlila[]PN
5211	{d}Amar-{d}Suen-ha-ma-ti	AmarSuʾenhamati[]PN
